PageEntryId,RagStatus,IssueReason
77f14d59-9856-4b03-a2af-041e0e2f5677,3,2
50439db5-5d2b-4282-b465-04211002f833,0,2
57904353-bc4e-4e69-aba8-0446d3039492,3,2
88c541b3-1e2c-485c-b6c3-045477bb9540,1,15
edf5846d-b811-4b68-a8bf-0461eb5bc26d,3,15
7e5beef2-174c-4c2b-9e1c-048b5209a6bf,2,1
69692a90-554a-4503-ad09-0492f21d0052,3,1
e07ce160-97bc-4f50-9be0-049ee232753b,3,5
c6526624-ba58-4a47-b49e-049fe72e25ed,3,11
451d29fc-575b-43d0-a7e1-04a4f6d88e0e,3,15
c73ee98b-fbb8-443a-9ceb-04c0f651f162,0,0
11d8022e-0ff6-4d7d-b86c-0523761d444e,3,2
cdebc243-66f7-4545-926a-052b33f477b6,3,22
646f35c5-83d8-4227-9c75-056a6f68fc42,3,11
df3a8bc6-4796-454a-a722-056cab383d25,0,0
3f88a4da-61dc-4ff6-b59c-0590cc47da46,3,2
8cc5f281-52c0-4b7f-a1b6-05969bf77d0d,1,2
a9be506a-273a-44e9-aef8-0597bed3a9ec,1,8
01656a35-3090-4650-aefd-05a627cdc245,3,24
750e5b8f-e3fa-4042-a00d-05d29553e18b,3,20
582cbe78-0398-47b9-a243-05dcb4c5b1e9,0,1
4a2ed54e-650d-436b-8668-05ff4d50f594,1,5
28454adc-dee1-4db6-8dcd-061cf6beb634,0,15
fe299928-24e3-44e5-8ab9-06288b75db46,0,11
d0c47a9a-aee9-48cb-9b3f-0630939a083e,3,1
b291c08f-8116-4538-897a-065690dc159f,3,12
00bdb8ec-98a8-4d34-9635-06597c215b4f,0,7
e8e7e7fd-f978-484f-9151-065b6d4197ed,3,1
4cc15bb9-344d-4eca-a12c-0668ed286574,0,0
b7782320-7cae-449c-86e2-066fa750dc44,1,1
a7d41490-d9d3-4c2a-8317-06770e7eccab,3,15
d8627b08-01c4-4f21-b274-0690e79fa3ea,3,4
36160a2b-6288-4d1c-a936-0691824cf05c,3,19
333bdb3d-92e0-4303-a6e8-06b1186eadf1,4,2
01a1ce59-123c-493c-ae99-06c933f8c187,2,5
2670bfc9-b718-4502-9bf9-06cc662cca18,2,11
215dbeaf-3cc5-4bc6-a0bc-06de657f8786,0,5
6657caa8-380e-4d2d-b642-07162d32b393,1,0
e20fad6c-037f-4586-a80e-071fe856ebe3,3,11
a3920e08-7754-4822-adcc-072e27c15f7c,3,10
92e68921-b2d1-4e25-96b7-07415cabd99a,0,0
45cc8b8e-f684-4f2f-83c6-0745b87bc270,0,0
6fb499f8-5544-4248-b238-07528d21d501,1,1
ff734fad-90d4-4191-b929-0766a810fbf1,3,1
557e0bbd-28ec-4753-87d9-076effd6b991,0,0
8bab53ca-cd2a-4b45-9b7c-077e2305791f,3,24
436f49c1-600f-4af9-bc45-07809f79f378,1,15
3641243e-f04f-4f3e-8262-078f8747143d,1,0
a259d09b-7452-49da-ba5a-07b09fd0e077,1,3
f1dac355-75f6-4637-a9d4-07bc739b39d7,0,0
6753ffa2-66c6-4940-a1ae-07cbf4609b36,0,5
cf38c307-7d81-41d9-bba8-07d9c32def67,0,16
22e3ab29-d059-4980-b3ab-07e28fbf6f6e,1,15
0f3967b2-dc74-43cd-a8ea-07e76b95b65e,1,15
6c149e18-fb75-4aec-8dac-07e9fb84b2aa,5,1
3202e7be-5919-460f-b52a-07f51844a085,3,19
c7334e7a-3c3c-402e-80e7-07faf5eb6a12,2,4
30309ea5-57c7-42b2-91bb-08010256c421,0,0
183cd430-30dc-43a0-9628-080980316d07,1,12
3b207f73-6f24-437e-b70c-081c4abc2448,2,0
495b0c94-e7f4-4b6d-b16f-081cbef25300,4,19
42944c64-4f1c-4090-972f-081ef8ef6cc1,3,11
900aeac4-5d21-4c50-b62f-082187ac082d,3,7
be916be3-94f2-4621-b54d-082ca05fa827,3,5
ae3fbbd9-6ebd-45cf-ac9e-08330ef134bf,0,20
f509b940-0029-458f-bd5e-08377a264368,1,0
37efc196-914a-44c4-b0d1-08427add081e,0,20
38954911-b2e6-45cf-84cb-0849a1a7977b,0,0
f51e0890-de0e-46e6-9a97-085ccab0c302,1,16
6b51b6a9-335f-4ede-8811-08763b20e3b7,4,20
c4660839-f94b-4822-bc91-0880988557ee,4,5
76aa687a-e0cf-4151-b4b4-088801f2b39a,1,19
e78d740c-d7d5-44a6-9d91-088892402690,3,1
21c7f027-8b96-4c5a-a8ac-088d0b31834f,2,2
8c3f9e31-8b06-4b35-93b3-088e196897a1,1,1
0465ed9e-5623-4b6c-b0ab-089e5060549c,3,15
038246d0-6335-4b61-8a26-08fca90ebb08,2,16
d696f496-c00f-48ea-b8dc-0910c8b4f403,1,4
517b5a04-dd1a-4340-bbb5-09156d9eb914,1,19
ae80d7c0-4c82-47e7-bb26-0920fcc2dbe2,1,5
25bdff4a-3d37-42be-906f-09233e6fe2d7,0,11
811ddf99-f5b3-4ef5-9a21-0929d5909ea7,5,2
3283cbbd-2582-4f8d-84c8-09381e41f9f3,0,0
af0fe230-f98e-472e-b0ea-0942dfd39100,3,11
5435aa70-5b46-444d-8b3d-09472c9dab1c,3,1
e5afe0a8-221d-4c70-8424-0953c7ab095c,0,2
1eeed517-91e0-4e18-9f37-096e288dd5aa,3,8
93d70039-8758-465e-b56f-09ef55c397b9,1,12
66844bcf-14c1-4268-8042-09f8c8373fa4,0,0
5b2e3500-2159-4ab2-b0ac-0a054796f1e6,1,15
8370e243-5101-48e7-9825-0a08db56afab,0,0
d08ded73-bbfd-42ce-b07f-0a16ae767487,2,17
97fc2a2d-955a-4bb8-be32-0a3da0696f9e,4,18
fafb00e6-1223-40a0-99b1-0a4e225eac1b,3,2
abdc94e6-c7cb-4dc9-8b14-0a5a7dfa25b4,2,0
1589ab6e-55e9-4cc8-bd62-0a6c1541d085,3,11
d99bd330-2664-44bb-897f-0a7b96cafe25,3,8
df3a3d88-ea58-4228-8917-0a9a5f71c9bf,3,8
c995ac76-aa6f-4d45-97a7-0ab5e6d21f53,0,11
b9af0272-d3a6-4ae8-831f-0acc5a9d4b83,4,11
1fd2933a-c35c-4e2f-86bd-0ae77f485af6,3,19
9aff64bf-a557-440b-a78a-0affcc09b47b,0,1
6af755f8-b08d-4d4c-9494-0b0e25b5cd5f,3,12
59872df7-53a5-4860-b46d-0b12be9ce0b9,3,12
5870c994-2d51-48e2-a4f5-0b227a6028d0,0,11
21e1cf10-2ec0-4864-8310-0b236a301896,2,7
3bedd4b5-392e-4924-a602-0b27c9863e65,0,2
cdbc17b1-4693-44f2-abb6-0b2e51b7171b,0,4
64ab5ee0-5ff4-41da-97d7-0badef7a1ed9,4,20
4b006009-ed35-4e39-bf53-0bbe29158159,3,19
f1bdf374-5d65-46de-98a9-0bc8cfc76d5c,1,1
a15c44a2-949a-42fb-8fe3-0bcfb65a1171,3,5
e85d0ee8-1f1f-46e3-8777-0bd21abcb58a,0,4
eef3e858-5ee3-4de2-8546-0bd2f08fac8f,0,12
fbcc6110-f0b3-4140-80d1-0be980cf4fba,2,0
f4b2bac5-8da7-4dbb-ad4a-0c06799587c4,0,0
108ea009-da26-437d-883c-0c10b3698de4,5,11
b88c7d07-7629-45ec-b3c0-0c3bf2308caa,2,1
92f5bab0-871a-4d43-8200-0c40b20d0db2,1,15
15674162-da3d-4936-82a3-0c50585a6fd4,1,19
b15f2e31-765a-43de-9511-0c59f10ef215,3,15
00952686-f247-4772-aafb-0c698c17a895,0,5
8b5c73ed-813e-42e2-89dd-0c6cbdf6bc94,1,12
8ebad19d-46d1-43f1-bcf2-0c75a5045605,0,5
4a43bc08-540e-46f9-bab9-0c7e21c164b9,0,8
93856b18-74be-41f6-875a-0c7fb729f1ba,2,17
762b1363-8d61-49ec-93fc-0c8c91782876,1,17
5b0a3ca9-0e1f-4ee1-a074-0c91cd871726,3,12
6d6e3d5c-7c94-44da-b851-0caf50de401a,0,15
dbed1142-6381-4633-9ca2-0cb278ff84ad,1,5
4d910b31-856b-4be5-9153-0cb31d36a8f1,4,2
7db1efc7-c8d0-4d8a-a430-0ce097e7185a,2,16
3a391b44-21d5-4740-b5b5-0cebc6ebf46f,0,15
469a20e1-b2c4-4625-a965-0cf025f41011,2,7
8be7a55d-fc56-44f7-a022-0cf238a5e7fd,0,5
f237208d-be76-4f9d-b662-0cfb057d981c,0,10
8ec9e2eb-0047-457e-9bfb-0d15919de257,1,11
85a9d854-1a53-4101-b3c7-0d21ea334efd,2,1
b9b28f7c-c7dd-43c2-8751-0d229a2907e7,1,6
490f0161-445a-4963-a383-0d3b8ffff7fd,0,15
e84aa734-b1a4-491e-9054-0d3fa16ffc67,3,1
0256cd41-199f-47b4-b183-0d6d19d8fcb6,3,12
63a8cd75-5c43-4078-9e93-0d6ee867dee1,3,5
3713ec1c-6c09-46db-8e60-0d81a5c27f9b,0,1
e3f87641-14e6-4158-98f4-0d954b5d4728,3,5
de5222ea-2052-4505-9ac6-0da819a87b25,1,2
bd69ec4c-53e9-47dd-9cd7-0dc2ac2f428d,0,1
e808d402-960e-4f35-b198-0dc9ca36a7aa,3,2
f88c6605-0534-4d14-bd50-0dcb256ed86e,1,5
d74e33fd-78b7-4906-aaea-0dcb8ea90ee3,3,11
659dac81-a8f9-485e-bd50-0dd0c34bba4d,3,24
906a0473-b77c-42c3-a4ca-0ddd445a7522,1,5
a85eb9e7-80d3-4a18-94bd-0ddee46b737c,3,17
3f7facbb-5092-4a1d-a8d8-0dff865e84d0,1,11
eab3dcbd-7ad1-4a0b-8009-0e0d5835592e,5,1
a2d03f56-f09b-435e-8037-0e0e64ed641c,1,17
497523ab-c5df-480f-88ed-0e1649113141,2,5
a9566549-c37c-487f-957c-0e220c9ca4cc,1,15
9aaca8a5-27dc-4b52-b017-0e229ac335ff,1,20
9b1dfdec-402b-451d-b77c-0e23f76f9f45,3,8
f24e9248-9737-43fb-a13c-0e39b74c62eb,1,2
fa86579c-1af1-48af-85f4-0e44b45cea65,1,16
ae23a0c6-1711-43ab-986b-0e62eebd61e4,3,2
b8d60237-be84-4356-bcf0-0e66909ced22,0,1
f005a3b3-8b3f-45b3-935f-0e7f6dd7b403,3,15
d21a7d53-cf7c-4bdc-9410-0eb66cf0cf5c,2,12
40e80c4a-531e-4400-950b-0eb906343df4,3,5
c375fe5e-66f0-4986-8851-0ec8abc404df,3,2
af1e8736-b2ea-406c-922f-0edf863ac4d2,3,20
f67be285-9049-493a-be8b-0eeab8e25b11,2,5
f4931ed7-8948-4e90-b419-0eee23183be8,3,24
25dcf438-ed16-4730-b5a8-0eef4977c295,1,15
df5a897f-ac09-4ff1-8362-0f01cd9f127d,3,17
15d247b0-6ea6-4f44-8818-0f159d6d4e9e,3,12
5fa5f602-1212-421c-b781-0f3cb03ed5dc,0,11
b91797a7-c560-4e95-97d1-0f3f971e6d74,0,0
779ad1a2-f94b-4d0f-8155-0f418abb869f,3,9
56988b70-9b31-4d5d-8581-0f5a5465bd52,3,11
0e0ffe5d-7257-49f6-ad9b-0f7276b9fe35,2,0
dd5389f2-8df8-4109-9bd3-0f87feb5461c,3,1
d3435ee1-3406-4c44-954a-0f9298b943bc,1,17
1cc88d14-2f67-4e45-a8ba-0f980bb3bc80,3,11
8e4f6e73-36c5-46fa-be48-0fa9dfca73bf,0,20
de312411-8035-4d4f-9c05-0fcb81847115,0,11
6eb26215-0553-4950-a040-0fd710897554,1,0
e31b5f88-5137-4924-929a-0fea619528d9,0,2
e3a4b282-54a9-4cc2-bed2-10046277f8af,0,5
fbfbd92d-441e-44f7-926b-1004afb6a5c4,1,8
4e86c2f7-5d0f-4e04-8cc7-100d715506d7,3,15
dd799324-0cb7-49f2-a19d-101bc7927994,0,19
2680cdc7-9490-47e8-bf89-102933868683,0,15
46051383-add1-48fd-b377-102d8f698027,3,7
60359685-d3d0-49eb-b5c0-1030229820e3,3,2
e1046fa1-24c0-4767-bf7d-103c4e3f471c,1,0
2b62d468-d0d5-47df-a41e-1045de62dd09,0,0
d732879d-911f-4957-b6a1-104ea940a577,3,2
2675894a-6892-4ed5-b95b-105bdbb19ba1,3,17
e5dece82-58b8-4f97-b6f9-105fa7d73184,1,5
134f5d10-3b84-4837-99e7-10682d58b984,3,11
60996b6e-d98b-4f66-b14a-1081c47ff6fd,0,5
05e76378-04ba-457b-ac70-108d068dc24c,4,17
94f82f17-22aa-4341-8b75-1092aa438c07,1,8
2ef39bd4-d2bd-4083-8d95-109e04ff9610,0,0
bd0bfca6-0ecb-4f32-95a1-10b786e3364e,3,2
e250a30f-b02e-4c2b-9cbd-10b9802f289b,3,11
56e490b2-7e50-47ae-98fe-10bb95e17b90,3,11
8f805aca-7cf2-4e16-bf38-10c6a9e6ca21,3,15
54c036aa-fdc7-4539-9289-10c7d714c2d5,3,24
457bd84f-5032-4d83-9712-10daf2569308,3,15
3c04f95c-b9e3-45fa-af13-10dc49e81fa1,0,12
fd438535-e769-4ddc-9c0a-10de5d6776f7,3,17
a0314a33-84ff-492a-a1f5-10f2b0b69570,1,1
498700e0-0cf6-4546-bb36-11245e85a648,3,15
71aa6c69-a3d6-41d7-a3e1-1129ae7c63c9,3,7
4ed521e1-1e81-4eda-a8e9-1131b2823f12,0,0
e0131318-a50d-4dfb-9f64-1133413806fa,3,11
f54f23d5-5bd7-46c2-ab4c-11341af2d688,3,2
3a040b98-8dff-4926-820b-1139ade1442c,3,2
4606afea-f172-472f-a035-1139c7b281d9,2,12
b0ba464f-405c-482d-b7bb-114faa9dd333,0,2
76890173-dd67-48d1-b83d-1156e2ab5906,0,5
5cc739f3-1db6-4d0e-b4c4-1158065272e8,3,5
993b62e4-1926-4944-a45e-11845f89bbb4,3,4
953621b7-f5aa-4bb3-adcb-1184a63110b5,3,2
4e2f1e00-833b-4935-87a3-1199bb8544a2,1,15
084688f4-fe35-421e-8804-11b9e911a7e1,3,8
ce4c15fe-e309-43fb-8386-11c6622865b4,1,0
bd59253b-7799-4167-9076-11d2b5b1d701,1,2
336feec1-5e89-4914-b1d3-122965a8a1a0,3,1
d8db2c61-e0a5-4710-94d3-122b478e1a5f,1,19
13e6161b-348d-4e64-bb67-1230b4230771,3,14
bf7778eb-2d55-4bd3-9926-127afaef6405,3,2
74b5573f-7b8d-46b2-925d-127b07cea486,0,0
da2c603b-ba52-497b-a890-12945d1814ee,3,4
1fa024a6-9094-4e94-ad64-12a3165d61d8,0,5
cb808e5c-4f3e-402f-85e5-12ab9f9c7b7b,3,5
4d6b3ade-86b8-46e5-b964-12b0bf4a47a1,0,0
d656e12b-3741-4528-8c92-12b5ec9deaec,3,12
e06218c5-c49f-4bd1-8a08-12c7bfaa72d6,1,22
caabef6a-a8b8-473a-8e0d-12c88ef055f9,3,17
61390464-2a01-46dd-8886-12e6c2265d1b,3,18
59ef062e-405f-43e5-aaaf-12f22b341d39,3,2
e2c15a85-f57b-43fe-b4bb-13180f8ff347,0,5
b7c3c445-ea53-4368-952f-132e7b14d363,0,12
12539b45-0c2d-443f-aacc-134a1136ca0b,4,2
609bec12-f542-456d-997d-135e048569dd,0,0
eb5ed4ec-f137-413d-a2f5-135e62bc0455,1,11
036949b8-851e-413c-bf85-13822575e639,3,19
0fc84530-9629-438c-a229-138406dd23b9,1,12
6e7ba007-6621-4086-b42a-1385644a4c8f,3,1
bb7533fa-34fc-4bf1-94dd-13a289c9bece,1,0
59c08319-fd75-45ee-8702-13ae30eac223,3,19
6f0d34ef-9cc4-49f2-baa3-13c5ddd1754a,0,18
9bbb2b9f-432d-4ad8-8076-13ce4df3d468,2,6
645e78d1-65f1-4440-9494-13f14b747904,3,20
123f295e-5bc2-4e54-8ce6-13f8fe546621,2,0
f0061e09-aff3-47ca-a55a-1406595f7673,3,2
246a5371-f333-437c-b43b-14250456f756,3,17
4a117a09-6020-44c5-b035-143048e47a8d,4,20
98881ad2-eba9-47ab-a448-143d8751ce5c,0,0
412df455-9b5d-4e65-8e5b-1489f1b22591,0,1
ce911c8a-2223-4e16-83f8-149f75c0988c,3,24
1c3804a7-ebf8-4aa7-846e-14be1ef62abf,3,17
e37c7f7a-6ff7-479b-8045-14be39c25354,0,4
0d155494-ad00-41b9-a940-14c0b132dcef,3,14
2d173cac-5e08-4da4-b20a-14d2942c3623,3,17
58444950-a84f-4f91-89ca-14e414359408,3,11
53be9864-938b-414e-a391-14fe0d56f78f,1,8
c852b772-0436-468d-b08d-150fe97e8d92,1,18
e1111561-ed2f-410f-84f7-15244ab5f015,2,4
5349d990-ccf9-495b-a92c-155fead0b351,1,7
0be3aa71-2626-47b6-a972-1572a2559e32,0,11
6f11158b-d1cf-41ed-b5ba-1596e0d419fa,1,0
8fb16aef-7a2e-4fce-b790-159a57b4aed0,3,19
5a1f051a-24f4-40df-8098-15a52f1bdca4,1,15
65659473-c367-4659-9c09-15c15a379385,0,11
df3b299a-9128-4311-b1f1-15c4ece16c24,0,8
dcf49e75-4926-4f5a-aa22-15c747f26a3e,5,16
46893168-da1c-43ea-882e-15d3bd739766,1,19
6050fd5f-14b8-4f9d-8cd9-15e495ff69a6,3,12
aee97f2a-a9d7-4663-8672-15edd5fc47dd,3,4
26c42344-a62a-481d-a08d-15f1c0baaa8f,1,2
4e9450bb-c14d-4cd0-83be-1604cbbceb94,2,2
d26df43f-6279-4f36-a443-1624406e4078,3,5
39aa198b-1eee-4f97-8be1-1647fc49675c,3,24
97ed9c78-e069-44d6-9c85-16492c31c6a0,3,10
30d536b2-c9ab-4415-a8f1-164e8c1c8be8,1,2
94f9d9ea-1555-4cbd-a5bf-1667bbd568fc,3,11
3760af41-e8ed-4145-a497-16953fcd1733,0,11
c978aa67-97b0-4e32-9bf7-169b309cfff2,3,1
5b480543-0dc4-4962-a6a4-169b41debb71,1,4
d02b23cd-ecbd-4997-a8f8-16b123414ab7,0,0
fed66469-a28f-44f7-9528-16b4a9273247,1,4
ce7ef1b4-859f-4976-a7f1-16e2712b2838,4,20
3e4f173c-1575-429a-9e7f-1713e84e031b,0,11
466a5f59-5fbd-443c-9056-171f89cfb922,2,5
a661daee-53ec-44b6-a5c8-172aa166181a,1,11
51dce059-e808-43cc-9c2f-1738e77c95a7,0,7
7528e073-892c-4afd-9571-173ba3776db2,3,1
a36b7e9a-35ca-447f-965a-173c8a56e0c2,0,0
3f5269b6-527c-4aab-b94d-17537c4b4c96,1,5
17d51fd8-8052-4378-9275-1775b26cf608,3,5
5a73570b-df11-4bd4-8383-1780e5dc0dc9,3,2
9ac02368-2a19-4543-8e91-178afa92734e,4,11
5f0bcaf5-051a-47bf-be9f-17a3a2ac5341,3,11
b68137c1-d806-4e18-abda-17b052ad2e67,3,24
d611919f-0600-4f00-a909-17d21de624a3,0,0
c0d57760-86f8-4d87-bf10-17e7dc783d79,2,0
2377a2cd-c7a4-40d9-aca4-17e9c9d74be9,3,15
48958916-1a5f-4841-974e-17f3ff76dd9b,3,4
e4a814a3-8403-4d66-bea1-17f534960b36,1,21
f33bce87-932a-4e1d-8fb6-180c21657b13,0,5
171866ec-0f5e-4eea-bb1d-181501699b0a,0,0
eaae7bea-510e-4d73-a99d-1817d7045bbd,1,5
a8e378a5-b90d-4909-9632-1848ee48c774,3,15
4d411f21-2c28-484c-bec3-1857065c05e7,0,0
102c2f57-b33f-46d9-abb2-185f230dbf7a,2,20
631519e8-b308-41ca-9d52-1862059f990d,3,15
179d9c34-f076-4a60-b8a3-186371a2ae1a,3,2
6d0cbe88-1851-494c-9a9d-1872bca10b6a,3,11
b2381004-3d85-4db5-8bd0-18797398dfe2,3,15
8b68e339-04da-4154-a778-1896556eb201,3,15
50cf6c45-a4a6-4257-af91-189dc74d2a5f,4,11
dab0502e-e137-4a51-8f91-189fb8c59a62,3,2
f542a69f-6715-4a27-b00d-18a0b585b5d9,4,8
e5e773b6-8c01-4e62-971a-18b6f5b1eb11,0,4
7e3f0194-b3b6-4566-a00b-18cb2fe76ba7,0,0
11f92cc2-1ec0-4dfa-86bb-18f03eff56f0,4,4
a876e767-2988-4eab-85e6-18f3906c0352,1,18
87a0dc8d-6fb2-4567-afc9-18fbcca459c2,1,11
ddecf523-d3ea-47f6-aed0-1914d965c33a,6,1
f4389899-5907-48c5-a56c-19287f87dce0,4,20
212bbc4d-54e8-40dc-92fb-1946920f5b70,3,11
444e358f-14f4-47bd-b99d-195b64f26025,3,15
80ac5ceb-d312-499a-96c8-1978e853b311,3,22
8aa5e078-7ee2-4387-be48-19981b356741,3,17
1e5b5d2c-947c-4ecf-8416-19c151927b56,1,0
9cad96cb-cdc9-47f0-b84d-19f2822ce83a,3,17
791d157c-0e28-4023-9534-19f39d128061,0,11
0515a263-8189-402e-a208-19f4b25ea4cf,3,5
d3d7a24a-a19f-49e8-ba89-1a021f5f8b84,5,12
2f558f26-7bb8-45fd-8623-1a2baad2bfcf,2,0
698d36cf-1a2c-49ef-8ae6-1a35dcbe10aa,3,4
69256e5f-f3d2-4674-bc6c-1a38d946d25d,1,2
83ee8687-d0b5-4855-9ec1-1a3b79f5884f,1,0
027d893a-b822-4068-9e48-1a4592d3e884,2,11
1834b40d-9b94-47ea-a78e-1a6cc93431be,2,12
603b9f26-e11c-48ca-9db4-1a6f8b902b38,3,2
20e2e562-24f0-4644-b6f9-1a9d6e791a74,4,1
db0e384b-55f9-4160-8a23-1ab9b739e563,3,20
74a18dc6-6561-4daf-930a-1aceed2269a4,0,15
0c747963-e0d6-4391-8180-1ad84ff4615b,3,1
56fcf4de-7bdf-4081-b9e8-1ae18b238e4d,3,17
91c7994e-3240-4ef4-9ed7-1af10ef6ee1c,0,11
30c21ba0-4643-44e6-ad92-1af9d5d2b02f,0,0
fa71553a-ed06-4878-9509-1b080417a282,3,1
9e4cbd4f-b5b5-4008-a096-1b5e5e040db6,1,7
efc40a84-2725-4591-a540-1b637b53a089,0,11
a9936dcd-4aea-4049-a01e-1b6e0f1c964c,3,11
4f046f8a-2db9-449a-8fdc-1b775675982e,1,5
1110958e-6856-47ab-ac2e-1b8fa5b58edd,2,15
c5b5da10-6416-453d-8dc3-1ba37ed074a1,1,7
166e6486-4a84-4fb0-939a-1bdc3dbac2a9,4,22
d4bab42d-79a0-4413-9b82-1be9796e79ad,0,4
2c9d0629-7d9a-4993-9248-1bfea0fde666,1,11
d28af96e-f0f4-4094-9b35-1bffb3415d37,3,6
7f1c0619-d810-4600-bfdf-1c231bcbf847,3,8
eb9b7c59-fdd7-478f-96d9-1c25adf2ceda,2,0
d20ccde7-a931-4290-a71a-1c29a9297280,4,11
11b50718-d85c-4f6a-a030-1c3641fe5d41,0,6
0c6f1c2c-cb50-425d-8e35-1c4c513b6a4b,1,0
9e353b92-5b1d-4117-aee3-1c5b242a02ab,3,18
486b00bf-0f07-479f-b596-1c7cb72ef73c,1,2
f4713f0f-037b-4409-813b-1c9a7094e17f,4,20
bece2dd7-feff-4f20-9402-1cde9abf98f2,5,12
1d6db6cc-d40a-42dc-a0f5-1cf018a2c4aa,3,16
4d99d3cd-fbe7-49e6-bf24-1cf5f095c290,1,0
fd8c1883-16f7-42cd-bae5-1cf65dc3c59a,2,0
85b91d86-4268-43c7-8020-1cf9171d763d,3,18
a54426fc-f6a6-4ebd-9db0-1d0d15d3a2b0,5,2
fd4ee805-ad20-45c8-84cb-1d0e2d9f260b,2,4
84052dde-d372-47f6-9af3-1d1bcd7f8a67,0,0
1b0d1f35-b8a5-4411-ba2f-1d3de83f4f45,3,17
607542ce-8773-4f1b-9846-1d6507dbd9f5,3,20
1710a4ca-affe-4602-9db2-1d8684c2b87d,1,20
